"","checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"2024","0<=X<200",24,"all paid","domestic appliance",3143.84,"500<=X<1000","1<=X<4",3.75,"male mar/wid","none",2,"car",28,"stores","rent",1,"skilled",1,"1","1","bad"
"2025","<0",22,"critical/order existing credit","new car",3965.87,"<100","<1",1.4,"female div/dep/mar","none",3,"no known property",33,"bank","own",3,"skilled",1,"0","1","bad"
"2026",">=200",32,"existing paid","new car",3355.49,"<100","1<=X<4",3.82,"female div/dep/mar","none",2,"car",29,"stores","for free",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2027","0<=X<200",48,"existing paid","radio/tv",5951,"<100","1<=X<4",2,"female div/dep/mar","none",2,"real estate",22,"stores","own",1,"skilled",1,"0","1","bad"
"2028","0<=X<200",14,"delayed previously","other",1476.47,">=1000","1<=X<4",2.36,"male mar/wid","none",1,"no known property",26,"stores","for free",1,"skilled",1,"0","1","bad"
"2029","<0",11,"existing paid","other",664.33,"100<=X<500","1<=X<4",4,"male mar/wid","none",1,"car",23,"stores","own",1,"skilled",1,"0","1","bad"
"2030","<0",18,"all paid","furniture/equipment",1553,"<100","1<=X<4",4,"male single","none",3,"car",44,"bank","own",1,"skilled",1,"0","1","bad"
"2031","<0",20,"all paid","new car",1442,"<100","4<=X<7",4,"male mar/wid","none",3,"life insurance",29,"stores","for free",2,"unemp/unskilled non res",1,"0","1","bad"
"2032","no checking",9,"existing paid","furniture/equipment",1980,"<100","<1",2,"female div/dep/mar","co applicant",2,"car",19,"stores","rent",2,"skilled",1,"0","1","bad"
"2033","0<=X<200",12,"critical/order existing credit","new car",688.69,"<100","<1",3.23,"male mar/wid","none",3,"car",31,"bank","own",2,"skilled",1,"0","1","bad"
"2034","<0",10,"existing paid","radio/tv",1336.69,"<100","<1",3.9,"male single","none",1,"car",33,"stores","own",2,"high qualif/self emp/mgmt",1,"0","1","bad"
"2035","0<=X<200",25,"existing paid","other",3092.52,"100<=X<500","<1",2.97,"male div/sep","none",2,"car",22,"stores","own",1,"skilled",1,"0","1","bad"
"2036","<0",18,"critical/order existing credit","repairs",1190,"<100","unemployed",2,"female div/dep/mar","none",4,"no known property",55,"stores","for free",3,"unemp/unskilled non res",2,"0","1","bad"
"2037","0<=X<200",27,"no credits/all paid","business",8318,"<100",">=7",2,"female div/dep/mar","none",4,"no known property",42,"stores","for free",2,"high qualif/self emp/mgmt",1,"1","1","bad"
"2038","<0",12,"existing paid","retraining",894.08,"<100","4<=X<7",4,"male mar/wid","none",4,"life insurance",21,"stores","rent",1,"skilled",1,"0","1","bad"
"2039","0<=X<200",7,"all paid","new car",931.69,"100<=X<500","4<=X<7",1.26,"female div/dep/mar","none",1,"life insurance",31,"stores","own",1,"unemp/unskilled non res",1,"0","1","bad"
"2040","<0",21,"existing paid","new car",1281.37,">=1000","4<=X<7",3.67,"female div/dep/mar","none",3,"no known property",33,"stores","own",1,"skilled",1,"0","1","bad"
"2041","0<=X<200",20,"existing paid","new car",1288.51,">=1000","4<=X<7",3.65,"female div/dep/mar","none",2,"life insurance",29,"stores","rent",1,"skilled",1,"0","1","bad"
"2042","<0",24,"all paid","other",1358,"no known savings",">=7",4,"male single","none",3,"car",40,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2043","<0",48,"existing paid","new car",7763,"<100",">=7",4,"male single","none",4,"no known property",42,"bank","for free",1,"high qualif/self emp/mgmt",1,"0","1","bad"
"2044","0<=X<200",48,"existing paid","furniture/equipment",9960,"<100","<1",1,"female div/dep/mar","none",2,"car",26,"stores","own",1,"skilled",1,"1","1","bad"
"2045","0<=X<200",60,"existing paid","new car",14027,"<100","4<=X<7",4,"male single","none",2,"no known property",27,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2046","0<=X<200",13,"existing paid","new car",888,"<100",">=7",4,"male single","none",4,"car",41,"bank","own",1,"unskilled resident",1,"0","1","bad"
"2047","<0",18,"critical/order existing credit","furniture/equipment",2124,"<100","1<=X<4",4,"female div/dep/mar","none",4,"real estate",24,"stores","rent",2,"skilled",1,"0","1","bad"
"2048","0<=X<200",21,"delayed previously","furniture/equipment",1216.56,"500<=X<1000","1<=X<4",4,"male mar/wid","none",3,"no known property",43,"bank","own",1,"unemp/unskilled non res",1,"0","1","bad"
"2049",">=200",15,"critical/order existing credit","radio/tv",1271,"no known savings","1<=X<4",3,"male single","none",4,"no known property",39,"stores","for free",2,"skilled",1,"1","1","bad"
"2050","0<=X<200",44,"critical/order existing credit","furniture/equipment",5125.39,"<100","1<=X<4",2.71,"male div/sep","none",2,"car",29,"stores","own",1,"high qualif/self emp/mgmt",1,"0","1","bad"
"2051","0<=X<200",36,"delayed previously","domestic appliance",5210.92,"<100","<1",2,"male div/sep","none",3,"car",41,"stores","own",2,"high qualif/self emp/mgmt",1,"1","1","bad"
"2052","<0",27,"existing paid","new car",2424.27,"<100","4<=X<7",4,"female div/dep/mar","none",4,"real estate",29,"stores","own",1,"skilled",1,"0","1","bad"
"2053","0<=X<200",22,"delayed previously","new car",1250.69,"500<=X<1000","4<=X<7",3.48,"male mar/wid","none",2,"no known property",23,"stores","own",1,"unemp/unskilled non res",1,"0","1","bad"
"2054","<0",21,"all paid","new car",1647,"no known savings","1<=X<4",4,"male single","none",2,"life insurance",40,"stores","own",2,"unskilled resident",2,"0","1","bad"
"2055","<0",24,"existing paid","new car",1371,"no known savings","1<=X<4",4,"female div/dep/mar","none",4,"real estate",25,"stores","rent",1,"skilled",1,"0","1","bad"
"2056","<0",15,"critical/order existing credit","other",1271.08,">=1000","1<=X<4",3,"male mar/wid","none",3,"no known property",38,"stores","for free",2,"skilled",1,"0","1","bad"
"2057","<0",17,"all paid","furniture/equipment",1195.06,"<100",">=7",2.23,"female div/dep/mar","co applicant",4,"no known property",31,"stores","own",2,"skilled",1,"0","1","bad"
"2058","no checking",36,"critical/order existing credit","furniture/equipment",7127,"<100","<1",2,"female div/dep/mar","none",4,"life insurance",23,"stores","rent",2,"skilled",1,"1","1","bad"
"2059","0<=X<200",36,"delayed previously","repairs",9420.22,"<100","<1",1,"male div/sep","none",3,"car",28,"stores","own",1,"high qualif/self emp/mgmt",1,"0","1","bad"
"2060","0<=X<200",45,"delayed previously","new car",5969.54,"<100","1<=X<4",2.79,"male div/sep","none",2,"no known property",23,"bank","own",1,"skilled",1,"0","1","bad"
"2061","0<=X<200",49,"delayed previously","education",6228.26,"<100","<1",4,"male single","none",4,"no known property",49,"stores","for free",1,"skilled",1,"0","1","bad"
"2062","0<=X<200",8,"all paid","education",433,"<100","<1",3.88,"female div/dep/mar","guarantor",2,"life insurance",23,"bank","rent",1,"skilled",1,"0","1","bad"
"2063","<0",18,"all paid","new car",1442,"<100","4<=X<7",4,"male single","none",4,"no known property",32,"stores","for free",2,"unskilled resident",2,"0","1","bad"
"2064","<0",41,"delayed previously","radio/tv",4393.29,"<100","1<=X<4",3.25,"male single","none",2,"car",26,"bank","own",2,"high qualif/self emp/mgmt",1,"1","1","bad"
"2065","0<=X<200",12,"existing paid","other",892.9,"<100","<1",4,"male mar/wid","none",4,"car",33,"bank","own",1,"unemp/unskilled non res",1,"0","1","bad"
"2066","<0",48,"critical/order existing credit","used car",6143,"<100",">=7",4,"female div/dep/mar","none",4,"no known property",58,"stores","for free",2,"unskilled resident",1,"0","1","bad"
"2067","0<=X<200",36,"existing paid","business",4287.99,"100<=X<500","1<=X<4",3.71,"female div/dep/mar","none",4,"car",25,"stores","rent",2,"unemp/unskilled non res",1,"0","1","bad"
"2068","0<=X<200",13,"existing paid","radio/tv",1332.32,"<100","4<=X<7",2.19,"male mar/wid","none",1,"car",22,"stores","own",1,"skilled",1,"0","1","bad"
"2069","<0",24,"existing paid","new car",2374.88,"100<=X<500",">=7",1.84,"male div/sep","none",1,"car",33,"bank","own",1,"skilled",1,"0","1","bad"
"2070","0<=X<200",42,"critical/order existing credit","education",6050.71,"<100","1<=X<4",4,"male single","none",3,"no known property",32,"bank","for free",1,"skilled",1,"0","1","bad"
"2071","0<=X<200",49,"delayed previously","education",6228.26,"<100","<1",4,"male single","none",4,"no known property",49,"stores","for free",1,"skilled",1,"0","1","bad"
"2072","0<=X<200",24,"existing paid","used car",12579,"<100",">=7",4,"female div/dep/mar","none",2,"no known property",44,"stores","for free",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2073","0<=X<200",48,"critical/order existing credit","furniture/equipment",5096,"<100","1<=X<4",2,"female div/dep/mar","none",3,"car",30,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2074","<0",11,"existing paid","other",664.33,"100<=X<500","1<=X<4",4,"male mar/wid","none",1,"car",23,"stores","own",1,"skilled",1,"0","1","bad"
"2075","0<=X<200",21,"delayed previously","furniture/equipment",1216.56,"500<=X<1000","1<=X<4",4,"male mar/wid","none",3,"no known property",43,"bank","own",1,"unemp/unskilled non res",1,"0","1","bad"
"2076","no checking",18,"critical/order existing credit","education",1864,"100<=X<500","1<=X<4",4,"female div/dep/mar","none",2,"real estate",30,"stores","own",2,"skilled",1,"0","1","bad"
"2077",">=200",12,"delayed previously","education",1126.12,"500<=X<1000","1<=X<4",4,"female div/dep/mar","none",3,"car",29,"stores","own",1,"unemp/unskilled non res",1,"0","1","bad"
"2078","<0",20,"existing paid","other",3169.7,"<100","1<=X<4",2.61,"female div/dep/mar","none",1,"no known property",24,"stores","own",1,"skilled",1,"0","1","bad"
"2079","0<=X<200",20,"delayed previously","new car",1440.48,"500<=X<1000","4<=X<7",3.39,"female div/dep/mar","none",3,"car",24,"stores","own",2,"skilled",1,"0","1","bad"
"2080","0<=X<200",9,"existing paid","furniture/equipment",918,"<100","1<=X<4",4,"female div/dep/mar","none",1,"life insurance",30,"stores","own",1,"skilled",1,"0","1","bad"
"2081","<0",23,"all paid","other",1355.11,">=1000","<1",4,"male mar/wid","none",3,"car",36,"stores","own",1,"high qualif/self emp/mgmt",1,"0","1","bad"
"2082","<0",15,"no credits/all paid","new car",950,"<100",">=7",4,"male single","none",3,"car",33,"stores","rent",2,"skilled",2,"0","1","bad"
"2083","0<=X<200",12,"critical/order existing credit","new car",690.55,"<100","<1",3.85,"male mar/wid","none",3,"car",33,"bank","own",2,"skilled",1,"0","1","bad"
"2084","<0",48,"no credits/all paid","furniture/equipment",7119,"<100","1<=X<4",3,"male single","none",4,"no known property",53,"stores","for free",2,"skilled",2,"0","1","bad"
"2085","<0",24,"existing paid","new car",2303,"<100",">=7",4,"male single","co applicant",1,"real estate",45,"stores","own",1,"skilled",1,"0","1","bad"
"2086","<0",45,"existing paid","new car",7735.76,"<100",">=7",3.68,"male single","none",4,"life insurance",42,"bank","for free",1,"high qualif/self emp/mgmt",1,"0","1","bad"
"2087","0<=X<200",14,"all paid","new car",1438.37,"100<=X<500","4<=X<7",2.55,"male mar/wid","none",3,"life insurance",27,"stores","own",1,"skilled",1,"0","1","bad"
"2088","0<=X<200",18,"delayed previously","other",1331.86,"<100","<1",2.86,"male single","none",1,"life insurance",31,"stores","for free",1,"skilled",1,"0","1","bad"
"2089","<0",12,"no credits/all paid","new car",1082,"<100","1<=X<4",4,"male single","none",4,"car",48,"bank","own",2,"skilled",1,"0","1","bad"
"2090","<0",38,"existing paid","other",6759.05,"<100","1<=X<4",2.65,"male div/sep","none",2,"car",43,"stores","own",1,"skilled",1,"0","1","bad"
"2091","0<=X<200",36,"delayed previously","education",11871.01,"<100","4<=X<7",2,"male single","guarantor",3,"car",33,"stores","own",2,"high qualif/self emp/mgmt",1,"0","1","bad"
"2092","no checking",18,"existing paid","new car",6761,"no known savings","1<=X<4",2,"male single","none",4,"car",68,"stores","rent",2,"skilled",1,"0","1","bad"
"2093","0<=X<200",35,"critical/order existing credit","furniture/equipment",8164.89,"100<=X<500","<1",2,"male single","none",3,"car",43,"stores","own",3,"high qualif/self emp/mgmt",1,"0","1","bad"
"2094","0<=X<200",45,"critical/order existing credit","radio/tv",4746,"<100","<1",4,"male single","none",2,"life insurance",25,"stores","own",2,"unskilled resident",1,"0","1","bad"
"2095","<0",36,"critical/order existing credit","used car",9629,"<100","4<=X<7",4,"male single","none",4,"car",24,"stores","own",2,"skilled",1,"1","1","bad"
"2096","<0",45,"no credits/all paid","business",11816,"<100",">=7",2,"male single","none",4,"car",29,"stores","rent",2,"skilled",1,"0","1","bad"
"2097","<0",48,"existing paid","business",4308,"<100","<1",3,"female div/dep/mar","none",4,"life insurance",24,"stores","rent",1,"skilled",1,"0","1","bad"
"2098","0<=X<200",12,"existing paid","radio/tv",1484,"no known savings","1<=X<4",2,"male mar/wid","none",1,"real estate",25,"stores","own",1,"skilled",1,"1","1","bad"
"2099","<0",17,"delayed previously","education",2579.5,"500<=X<1000","<1",4,"male single","none",1,"real estate",36,"bank","own",1,"unskilled resident",2,"0","1","bad"
"2100","<0",24,"existing paid","radio/tv",1823,"<100","unemployed",4,"male single","none",2,"car",30,"stores","own",1,"high qualif/self emp/mgmt",2,"0","1","bad"
"2101","<0",36,"existing paid","radio/tv",2302,"<100","1<=X<4",4,"male div/sep","none",4,"car",31,"stores","rent",1,"skilled",1,"0","1","bad"
"2102","<0",18,"existing paid","new car",976,"<100","<1",1,"female div/dep/mar","none",2,"car",23,"stores","own",1,"unskilled resident",1,"0","1","bad"
"2103","<0",18,"existing paid","used car",7511,"no known savings",">=7",1,"male single","none",4,"life insurance",51,"stores","for free",1,"skilled",2,"1","1","bad"
"2104","no checking",18,"critical/order existing credit","new car",2784.97,"<100","4<=X<7",2,"male single","none",2,"life insurance",31,"bank","own",2,"skilled",1,"0","1","bad"
"2105",">=200",9,"existing paid","radio/tv",745,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",28,"stores","own",1,"unskilled resident",1,"0","1","bad"
"2106","no checking",9,"existing paid","radio/tv",1478,"<100","4<=X<7",4,"male single","none",2,"car",22,"stores","own",1,"skilled",1,"0","1","bad"
"2107","no checking",27,"existing paid","new car",2570,"<100","1<=X<4",3,"female div/dep/mar","none",3,"real estate",21,"stores","rent",1,"skilled",1,"0","1","bad"
"2108","0<=X<200",41,"existing paid","new car",14219.91,"<100","<1",2.9,"male single","none",2,"life insurance",25,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2109","<0",45,"existing paid","new car",7724.92,"<100",">=7",3.68,"male single","none",4,"life insurance",42,"bank","for free",1,"high qualif/self emp/mgmt",1,"0","1","bad"
"2110",">=200",32,"existing paid","new car",6759.61,">=1000","1<=X<4",2.46,"male div/sep","none",3,"car",50,"stores","own",2,"skilled",1,"0","1","bad"
"2111","<0",48,"all paid","business",7685,"<100","4<=X<7",2,"female div/dep/mar","guarantor",4,"car",37,"stores","rent",1,"skilled",1,"0","1","bad"
"2112","0<=X<200",24,"existing paid","new car",1246,"<100","<1",4,"male single","none",2,"real estate",23,"stores","own",1,"unskilled resident",1,"0","1","bad"
"2113","<0",24,"existing paid","new car",1285.99,"no known savings","1<=X<4",4,"female div/dep/mar","guarantor",4,"life insurance",31,"stores","own",1,"skilled",1,"0","1","bad"
"2114","0<=X<200",40,"existing paid","other",3023.03,"100<=X<500","1<=X<4",4,"male mar/wid","guarantor",3,"life insurance",21,"stores","rent",1,"skilled",1,"0","1","bad"
"2115","<0",27,"delayed previously","new car",5153.53,"<100","<1",2.95,"male div/sep","none",2,"car",28,"bank","own",2,"high qualif/self emp/mgmt",1,"0","1","bad"
"2116","<0",22,"delayed previously","new car",4663.42,"<100","<1",2.16,"male div/sep","none",3,"life insurance",29,"stores","own",1,"skilled",1,"0","1","bad"
"2117","0<=X<200",24,"all paid","domestic appliance",3143.84,"500<=X<1000","1<=X<4",3.75,"male mar/wid","none",2,"car",28,"stores","rent",1,"skilled",1,"1","1","bad"
"2118","0<=X<200",36,"existing paid","radio/tv",9147.26,"<100","4<=X<7",1.46,"male mar/wid","none",2,"car",26,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2119",">=200",37,"existing paid","domestic appliance",4830.69,"<100","<1",2.51,"male single","guarantor",2,"car",32,"bank","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2120","<0",12,"no credits/all paid","repairs",1108,"<100","4<=X<7",4,"male single","none",3,"real estate",28,"stores","own",2,"skilled",1,"0","1","bad"
"2121","<0",44,"existing paid","radio/tv",7137.74,">=1000","4<=X<7",3.38,"female div/dep/mar","guarantor",2,"car",30,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
"2122","<0",9,"critical/order existing credit","other",3384.83,"<100","4<=X<7",1.83,"male div/sep","none",4,"no known property",40,"stores","own",1,"high qualif/self emp/mgmt",1,"1","1","bad"
